"PANTHER PREMIUM LOGISTICS, INC. - Master Revenue Details",

"Truck No","Deadhead Miles","EM Amount","EM Miles","EM Moves","FSC Revenue","Loaded Miles","Loads","Period","Revenue","Total Revenue",
"14334","5731","1156.3000","10400","19","7253.2600","43214","103","","37136.8800","44390.1400",
"13314","5152","845.1500","9676","22","7723.7000","45411","96","","36070.3900","43794.0900",
"14005","4339","447.1800","5584","14","6552.0200","39242","75","","31343.2900","37895.3100",
"14288","3255","1169.7200","8761","20","6097.1900","34428","64","","28659.4000","34756.5900",
"14314","3623","571.1200","6172","21","5628.2900","33095","60","","28637.0100","34265.3000",
"13416","3918","711.7100","6231","17","4955.0700","32222","73","","25280.0900","30235.1600",
"14271","4775","504.4100","6473","19","4776.4300","28641","79","","25123.1000","29899.5300",
"33351","1515","0.0000","168","1","1795.5000","8550","14","","13370.9500","15166.4500",
"13904","1193","176.8800","1675","4","1019.7500","6157","23","","5209.3000","6229.0500",


"Revenue Report for Truck: 14334",
"Pro No","Fiscal Date","Total $","Miles","Accessorial $","Canada $","Detention","Dead Head $","Layover $","Hand Load & Unload $","Tolls $","Bonus $","Stop Off $","Empty Move $","Other $","Linehaul $","FSC $",
"20180149643","1/2/2018","141","190","2","0","0","2","0","0","0","0","0","0","0","138","28",
"20180150341","1/3/2018","96","84","16","0","0","8","0","0","0","8","0","0","0","80","12",
"20180153360","1/8/2018","416","554","11","0","0","11","0","0","0","0","0","0","0","404","83",
"20180153768","1/9/2018","105","109","25","0","0","4","0","0","0","21","0","0","0","80","16",
"20180154688","1/10/2018","132","64","52","0","0","2","0","0","0","0","0","0","50","80","9",
"20180155047","1/10/2018","354","434","37","0","0","12","0","25","0","0","0","0","0","316","65",
"20180155476","1/11/2018","401","543","5","0","0","5","0","0","0","0","0","0","0","396","81",
"20180156770","1/12/2018","470","220","309","0","0","9","0","0","31","0","0","0","269","160","33",
"20180157203","1/16/2018","279","364","13","0","0","13","0","0","0","0","0","0","0","265","58",
"20180157526","1/15/2018","487","646","16","0","0","7","0","0","8","0","0","0","0","471","96",
"20180158789","1/17/2018","281","272","82","0","0","7","75","0","0","0","0","0","0","198","43",
"20180159313","1/18/2018","609","793","31","0","0","1","0","0","29","0","0","0","0","578","126",
"20180160238","1/19/2018","793","1011","55","0","41","9","0","0","4","0","0","0","0","738","161",
"20180164558","1/26/2018","122","130","28","0","0","3","0","0","0","25","0","0","0","94","20",
"20180165710","1/29/2018","245","326","7","0","0","7","0","0","0","0","0","0","0","237","52",
"20180166256","1/30/2018","393","515","17","0","0","13","0","0","0","0","0","3","0","375","82",
"20180167376","1/31/2018","698","954","1","0","0","1","0","0","0","0","0","0","0","696","152",
"20180270482","2/6/2018","928","1114","115","0","0","5","0","0","0","0","0","110","0","813","178",
"20180272088","2/9/2018","771","1038","13","0","0","13","0","0","0","0","0","0","0","757","166",
"20180275114","2/14/2018","1088","1384","77","0","3","6","0","0","0","0","0","67","0","1010","221",
"20180277485","2/19/2018","598","817","1","0","0","1","0","0","0","0","0","0","0","596","130",
"20180280553","2/26/2018","76","0","26","0","0","26","0","0","0","0","0","0","0","50","0",
"20180281331","2/23/2018","892","939","206","0","0","5","150","0","0","0","0","51","0","685","150",
"20180282231","2/27/2018","161","97","81","0","0","6","0","0","0","0","0","0","75","80","14",
"20180283514","2/28/2018","859","1002","128","0","0","36","75","0","5","0","0","10","0","731","150",
"20180301425","3/27/2018","226","236","54","0","0","10","0","0","8","35","0","0","0","172","35",
"20180302032","3/28/2018","195","249","13","0","0","3","0","0","9","0","0","0","0","181","37",
"20180302502","3/29/2018","279","377","4","0","0","3","0","0","0","0","0","0","0","275","56",
"20180387412","3/12/2018","349","462","11","0","0","11","0","0","0","0","0","0","0","337","69",
"20180389206","3/9/2018","195","60","115","0","60","5","0","0","0","0","0","0","50","80","9",
"20180389370","3/9/2018","229","302","8","0","0","8","0","0","0","0","0","0","0","220","45",
"20180390963","3/14/2018","293","400","1","0","0","1","0","0","0","0","0","0","0","292","60",
"20180392740","3/15/2018","226","0","146","0","0","8","0","50","0","0","0","88","0","80","0",
"20180394385","3/16/2018","345","399","54","0","3","0","0","0","0","50","0","0","0","291","59",
"20180394707","3/19/2018","149","170","25","0","0","0","0","0","0","25","0","0","0","124","25",
"20180396885","3/22/2018","141","178","11","0","0","11","0","0","0","0","0","0","0","129","26",
"20180397550","3/23/2018","136","186","0","0","0","0","0","0","0","0","0","0","0","135","27",
"20180399157","3/26/2018","158","205","8","0","0","5","0","0","3","0","0","0","0","149","30",
"20180399853","3/27/2018","133","145","27","0","0","7","0","0","0","0","0","0","20","105","21",
"20180404228","4/2/2018","267","162","149","0","0","4","0","0","2","0","0","43","100","118","24",
"20180404620","4/3/2018","584","781","14","0","0","12","0","0","2","0","0","0","0","570","124",
"20180406831","4/6/2018","504","641","36","0","0","8","0","0","0","0","0","28","0","467","102",
"20180407668","4/9/2018","321","328","82","0","0","10","0","0","0","0","0","71","0","239","52",
"20180407889","4/9/2018","666","903","7","0","0","7","0","0","0","0","0","0","0","659","144",
"20180417948","4/25/2018","338","452","8","0","0","8","0","0","0","0","0","0","0","329","72",
"20180418409","4/26/2018","183","243","6","0","0","1","0","0","4","0","0","0","0","177","38",
"20180420096","4/27/2018","623","838","11","0","0","11","0","0","0","0","0","0","0","611","134",
"20180521191","5/1/2018","184","241","8","0","0","8","0","0","0","0","0","0","0","175","40",
"20180523023","5/4/2018","165","105","85","0","0","10","75","0","0","0","0","0","0","80","17",
"20180524310","5/4/2018","333","231","164","0","0","14","150","0","0","0","0","0","0","168","39",
"20180524666","5/7/2018","93","85","13","0","0","3","0","0","0","10","0","0","0","80","14",
"20180524702","5/14/2018","278","273","79","0","0","4","75","0","0","0","0","0","0","199","46",
"20180525116","5/7/2018","178","170","54","0","0","4","0","0","0","50","0","0","0","124","28",
"20180525800","5/8/2018","567","766","8","0","0","3","0","0","5","0","0","0","0","559","130",
"20180527702","5/11/2018","404","547","4","0","0","4","0","0","0","0","0","0","0","399","92",
"20180528599","5/16/2018","296","380","19","0","0","14","0","0","5","0","0","0","0","277","68",
"20180529528","5/15/2018","149","151","38","0","0","4","0","0","0","0","0","34","0","110","27",
"20180531677","5/17/2018","245","190","106","0","75","2","0","0","2","0","0","26","0","138","34",
"20180532688","5/18/2018","50","0","0","0","0","0","0","0","0","0","0","0","0","50","0",
"20180533910","5/22/2018","510","606","68","0","0","3","0","0","0","0","0","64","0","442","109",
"20180534649","5/23/2018","231","308","6","0","0","6","0","0","0","0","0","0","0","224","55",
"20180537204","5/29/2018","258","125","167","0","0","7","0","0","0","0","0","109","50","91","22",
"20180537964","5/30/2018","393","523","11","0","0","11","0","0","0","0","0","0","0","381","94",
"20180642908","6/6/2018","428","577","7","0","0","7","0","0","0","0","0","0","0","421","103",
"20180644537","6/8/2018","574","770","12","0","0","4","0","0","8","0","0","0","0","562","138",
"20180649256","6/15/2018","284","224","120","0","0","2","0","0","0","0","0","118","0","163","40",
"20180650400","6/18/2018","533","696","25","0","0","12","0","0","13","0","0","0","0","508","125",
"20180652042","6/20/2018","598","805","11","0","0","10","0","0","0","0","0","0","0","587","144",
"20180655932","6/26/2018","192","256","5","0","0","5","0","0","0","0","0","0","0","186","46",
"20180657363","6/28/2018","308","303","87","0","0","12","75","0","0","0","0","0","0","221","54",
"20180658081","6/29/2018","135","185","0","0","0","0","0","0","0","0","0","0","0","135","33",
"20180755388","7/10/2018","343","358","81","0","0","12","0","0","3","0","0","65","0","261","64",
"20180759301","7/2/2018","88","96","8","0","0","2","0","0","5","0","0","0","0","80","17",
